ID,Name,Team,Pos,Role/Order,DH,Age,Arch,Trait1,Trait2,Trait3,TraitCount,Contact,Con.Timing,Con.Barrel,Power,Pow.Str,Pow.BatSpd,Pow.Elev,Disc,Disc.Eye,Disc.Restr,Speed,Spd.Sprint,Spd.Inst,Defense,def.Range,def.reaction,def.glove,def.ArmStr,def.ArmAcc,Max Stam,Cur Stam,Velo,Vel.ArmSpd,Vel.Decept,Control,Ctrl.Acc,Ctrl.Cmd,Move,Mov.Spin,Mov.Bite,Cur Hit Strk,Max Hit Strk,Cur OBP Strk,Max OBP Strk,Cur Scoreless Outs,Max Scoreless Outs,Recent Form
2.026E+11,Ty Jones,Aces,P,SP2,No,27,Wakefield,-,-,-,0,15,15,15,15,15,15,15,15,15,15,19,24,15,51,50,50,50,60,50,95,95,45,45,45,62,64,61,68,45,91,0,0,0,0,0,0,
2.026E+11,Thomas Johnson,Aces,P,SP3,No,24,Ryan,Escape Artist,-,-,1,15,15,15,15,15,15,15,15,15,15,22,30,15,51,50,50,50,60,50,92,92,82,88,76,67,56,78,73,74,73,0,0,0,0,0,0,
2.026E+11,Eric Walker,Aces,P,SP4,No,24,R.Johnson,-,-,-,0,15,15,15,15,15,15,15,15,15,15,17,20,15,51,50,50,50,60,50,85,85,86,88,85,63,58,69,78,80,76,0,0,0,0,0,0,
2.026E+11,Willie Gehrig,Aces,P,SP5,No,24,Ryan,-,-,-,0,15,15,15,15,15,15,15,15,15,15,18,22,15,51,50,50,50,60,50,92,92,91,88,94,61,52,71,80,83,77,0,0,0,0,0,0,
2.026E+11,Kyle Wilson,Aces,P,CL,No,28,Chapman,Pitch to Contact,-,-,1,15,15,15,15,15,15,15,15,15,15,19,24,15,51,50,50,50,60,50,17,17,89,95,84,67,60,75,66,69,63,0,0,0,0,0,0,
2.026E+11,Joshua Mays,Aces,P,SU,No,29,Chapman,Putaway Pitcher,Pitch to Contact,-,2,15,15,15,15,15,15,15,15,15,15,14,14,15,51,50,50,50,60,50,22,22,89,86,92,59,52,67,67,76,59,0,0,0,0,0,0,
2.026E+11,Kevin Ruth,Aces,P,SU,No,32,Rivera,-,-,-,0,15,15,15,15,15,15,15,15,15,15,17,19,15,51,50,50,50,60,50,21,21,79,86,73,88,86,90,83,84,83,0,0,0,0,0,0,
2.026E+11,James Hernandez,Aces,P,LR,No,30,Fingers,-,-,-,0,15,15,15,15,15,15,15,15,15,15,17,19,15,51,50,50,50,60,50,50,50,66,68,65,73,75,72,78,71,86,0,0,0,0,0,0,
2.026E+11,James Ruth,Aces,P,LR,No,23,Miller,Rubber Arm,-,-,1,15,15,15,15,15,15,15,15,15,15,15,15,15,51,50,50,50,60,50,53,53,80,90,71,66,60,73,86,76,97,0,0,0,0,0,0,
2.026E+11,Tyler Ramirez,Aces,P,MR,No,27,Fingers,Marathon Man,-,-,1,15,15,15,15,15,15,15,15,15,15,18,22,15,51,50,50,50,60,50,55,55,74,78,71,79,86,73,76,79,73,0,0,0,0,0,0,
2.026E+11,Kevin Taylor,Aces,P,MR,No,22,Fingers,-,-,-,0,15,15,15,15,15,15,15,15,15,15,20,26,15,51,50,50,50,60,50,45,45,73,80,66,80,75,85,84,89,80,0,0,0,0,0,0,
2.026E+11,Nicholas Anderson,Aces,P,MR,No,34,Fingers,Marathon Man,-,-,1,15,15,15,15,15,15,15,15,15,15,17,19,15,51,50,50,50,60,50,53,53,72,70,74,72,74,70,77,76,79,0,0,0,0,0,0,
2.026E+11,Joseph Gehrig,Aces,CF,Minors,No,19,Ichiro,-,-,-,0,64,64,64,45,45,45,45,51,49,54,65,65,66,62,73,50,59,60,52,78,78,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Robert Aaron,Aces,RF,Minors,No,22,Ruth,-,-,-,0,56,54,58,67,70,63,70,68,73,64,45,45,45,47,49,45,45,53,45,72,72,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,John Walker,Aces,3B,Minors,No,22,Dunn,Gold Glover,-,-,1,45,45,45,65,68,60,69,59,62,56,45,45,45,45,47,45,45,45,45,72,72,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Willie Garcia,Aces,2B,Minors,No,19,Dunn,Gold Glover,-,-,1,45,45,45,62,58,54,74,59,60,59,45,45,45,46,50,45,45,46,45,74,74,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Mark Moore,Aces,3B,Minors,Yes,24,Schmidt,-,-,-,0,55,52,59,61,70,56,59,60,70,51,45,45,46,59,42,66,73,64,60,69,69,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Joseph Martinez,Aces,C,Minors,No,19,Dunn,-,-,-,0,48,45,51,66,74,56,70,62,66,59,45,45,45,44,42,45,45,45,49,76,76,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Nolan Gonzalez,Aces,RF,Minors,No,18,Clemente,Gold Glover,-,-,1,67,63,72,48,50,50,45,49,53,45,45,45,45,58,47,67,58,68,72,78,78,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Nolan Wilson,Aces,SS,Minors,No,22,Zobrist,-,-,-,0,52,49,56,53,58,53,50,51,53,50,53,50,57,54,52,54,56,63,45,75,75,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Eric Ripken,Aces,SS,Minors,No,22,Ripken,Launch Angle God,-,-,1,63,65,61,59,59,54,64,48,51,46,45,45,45,55,45,76,58,64,60,73,73,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Nolan Johnson,Aces,LF,Minors,No,24,Williams,-,-,-,0,67,67,68,56,52,61,57,76,80,72,45,45,45,49,57,45,45,48,45,75,75,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Steven Ruth,Aces,C,Minors,No,22,Molina,Speed Demon,-,-,1,52,56,49,45,45,45,45,54,54,54,45,45,45,54,40,69,63,53,68,80,80,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Ty Lee,Aces,2B,Minors,No,28,Alomar,-,-,-,0,54,53,56,52,58,53,47,57,46,69,54,48,60,56,54,67,65,51,51,71,71,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,David Jones,Aces,1B,Minors,No,22,Keith,Gold Glover,-,-,1,62,58,67,49,47,57,45,56,63,50,45,45,45,55,43,56,69,55,51,82,82,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Eric Ryan,Aces,P,Minors,No,24,Wakefield,-,-,-,0,15,15,15,15,15,15,15,15,15,15,18,21,15,51,50,50,50,60,50,95,95,47,45,49,48,47,49,57,45,70,0,0,0,0,0,0,
2.026E+11,Nolan Garcia,Aces,P,Minors,No,18,Wakefield,Rubber Arm,-,-,1,15,15,15,15,15,15,15,15,15,15,17,20,15,51,50,50,50,60,50,95,95,45,45,45,50,54,47,54,45,63,0,0,0,0,0,0,
2.026E+11,Cy Mantle,Aces,P,Minors,No,26,Gibson,-,-,-,0,15,15,15,15,15,15,15,15,15,15,19,24,15,51,50,50,50,60,50,95,95,59,58,61,58,56,61,61,60,63,0,0,0,0,0,0,
2.026E+11,Zachary Johnson,Aces,P,Minors,No,24,Lincecum,Escape Artist,-,-,1,15,15,15,15,15,15,15,15,15,15,16,18,15,51,50,50,50,60,50,78,78,64,71,57,47,45,49,60,65,56,0,0,0,0,0,0,
2.026E+11,William Moore,Aces,P,Minors,No,18,Wakefield,-,-,-,0,15,15,15,15,15,15,15,15,15,15,18,21,15,51,50,50,50,60,50,95,95,49,45,53,55,57,54,59,45,74,0,0,0,0,0,0,
2.026E+11,Justin Gwynn,Aces,P,Minors,No,21,Rivera,Ice in the Veins,-,-,1,15,15,15,15,15,15,15,15,15,15,16,18,15,51,50,50,50,60,50,17,17,65,67,63,63,74,53,65,55,75,0,0,0,0,0,0,
2.026E+11,Tyler Anderson,Aces,P,Minors,No,22,Gagne,Lights Out,-,-,1,15,15,15,15,15,15,15,15,15,15,20,25,15,51,50,50,50,60,50,19,19,64,61,68,55,59,52,62,59,65,0,0,0,0,0,0,
2.026E+11,Tyler White,Aces,P,Minors,No,19,Chapman,Ice in the Veins,-,-,1,15,15,15,15,15,15,15,15,15,15,18,21,15,51,50,50,50,60,50,19,19,64,63,65,45,45,45,54,59,49,0,0,0,0,0,0,
2.026E+11,Jim Wilson,Aces,P,Minors,No,24,Miller,-,-,-,0,15,15,15,15,15,15,15,15,15,15,15,15,15,51,50,50,50,60,50,53,53,55,55,56,58,63,53,57,54,60,0,0,0,0,0,0,
2.026E+11,Babe Sanchez,Aces,P,Minors,No,24,Hader,-,-,-,0,15,15,15,15,15,15,15,15,15,15,14,14,15,51,50,50,50,60,50,46,46,69,67,72,48,45,51,62,75,49,0,0,0,0,0,0,
2.026E+11,Matthew Garcia,Aces,P,Minors,No,20,Miller,-,-,-,0,15,15,15,15,15,15,15,15,15,15,19,24,15,51,50,50,50,60,50,46,46,61,66,57,58,58,58,65,59,71,0,0,0,0,0,0,
2.026E+11,Thomas Ramirez,Aces,P,Minors,No,21,Miller,Pitch to Contact,-,-,1,15,15,15,15,15,15,15,15,15,15,16,17,15,51,50,50,50,60,50,55,55,70,71,69,45,45,45,65,62,68,0,0,0,0,0,0,
2.026E+11,Zachary Ruth,Aces,P,Minors,No,23,Fingers,Putaway Pitcher,-,-,1,15,15,15,15,15,15,15,15,15,15,12,10,15,51,50,50,50,60,50,55,55,49,49,49,50,46,54,66,68,65,0,0,0,0,0,0,
2.026E+11,Nolan Mays,Team6,LF,6,No,24,Zobrist,Speed Demon,-,-,1,77,77,77,79,78,85,76,76,82,70,66,68,64,73,74,72,79,69,68,71,71,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,James White,Team6,1B,1,No,33,Zobrist,-,-,-,0,74,74,75,68,69,77,58,75,72,78,69,71,67,72,67,64,80,67,75,62,62,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Joshua Johnson,Team6,1B,3,Yes,30,Ichiro,First Pitch Killer,-,-,1,87,81,94,48,52,47,45,76,81,72,86,82,90,81,79,78,78,87,87,76,76,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Nicholas Jones,Team6,C,7,No,22,Dunn,Unfazed,-,-,1,52,45,59,79,88,72,79,88,91,85,45,45,45,45,40,45,45,50,53,79,79,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Willie Miller,Team6,C,Bench,No,21,Bench,Speed Demon,-,-,1,67,62,72,77,82,75,75,73,71,75,45,45,45,66,43,53,75,81,81,75,75,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Stan Harris,Team6,2B,4,No,23,Kent,Speed Demon,-,-,1,67,69,65,84,82,82,89,68,76,61,47,49,45,61,50,80,57,76,78,74,74,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,John Ruth,Team6,RF,8,No,21,Gwynn,-,-,-,0,92,94,90,50,45,59,46,87,87,88,66,67,66,62,66,63,66,63,46,80,80,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,John Lopez,Team6,RF,Bench,No,28,Dunn,Launch Angle God,-,-,1,55,45,66,91,96,85,94,79,80,79,45,45,45,50,44,51,53,59,47,67,67,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Ty Johnson,Team6,CF,9,No,32,Mays,-,-,-,0,82,76,89,78,75,77,82,74,77,71,79,81,78,89,83,94,99,87,83,72,72,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Jacob Harris,Team6,CF,Bench,No,22,Lofton,-,-,-,0,79,84,75,52,52,61,45,78,79,77,84,92,76,79,97,86,86,60,50,71,71,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Tyler Bonds,Team6,LF,Bench,No,27,Zobrist,-,-,-,0,69,67,72,71,72,78,65,73,76,71,64,63,66,70,63,67,80,68,71,80,80,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,William Miller,Team6,3B,2,No,26,Dunn,-,-,-,0,56,45,67,90,99,79,92,78,82,74,45,45,45,45,40,45,45,52,53,65,65,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Kevin Harris,Team6,SS,5,No,23,Jeter,Platoon Punisher,-,-,1,82,72,93,63,60,70,61,77,85,70,74,73,76,75,79,54,71,77,76,74,74,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Justin Thompson,Team6,P,SP1,No,24,Koufax,-,-,-,0,15,15,15,15,15,15,15,15,15,15,12,10,15,51,50,50,50,60,50,85,85,90,95,86,77,72,82,86,99,74,0,0,0,0,0,0,
2.026E+11,Babe Johnson,Team6,P,SP2,No,27,Lincecum,-,-,-,0,15,15,15,15,15,15,15,15,15,15,13,12,15,51,50,50,50,60,50,78,78,86,84,88,65,71,60,90,89,92,0,0,0,0,0,0,
2.026E+11,Joshua Sanchez,Team6,P,SP3,No,32,Koufax,-,-,-,0,15,15,15,15,15,15,15,15,15,15,14,14,15,51,50,50,50,60,50,85,85,81,98,65,75,70,80,84,88,81,0,0,0,0,0,0,
2.026E+11,Lou Jackson,Team6,P,SP4,No,31,R.Johnson,Putaway Pitcher,-,-,1,15,15,15,15,15,15,15,15,15,15,18,22,15,51,50,50,50,60,50,85,85,85,90,80,69,66,72,75,72,79,0,0,0,0,0,0,
2.026E+11,Steven Ramirez,Team6,P,SP5,No,25,Gibson,Putaway Pitcher,Groundball Guru,-,2,15,15,15,15,15,15,15,15,15,15,16,18,15,51,50,50,50,60,50,95,95,85,87,83,77,72,83,76,81,72,0,0,0,0,0,0,
2.026E+11,Brandon Lewis,Team6,P,CL,No,23,Gagne,Escape Artist,Pitch to Contact,-,2,15,15,15,15,15,15,15,15,15,15,16,17,15,51,50,50,50,60,50,23,23,82,90,74,69,70,69,81,82,81,0,0,0,0,0,0,
2.026E+11,Jonathan Lopez,Team6,P,SU,No,34,Gagne,Pitch to Contact,-,-,1,15,15,15,15,15,15,15,15,15,15,13,12,15,51,50,50,50,60,50,29,29,88,86,90,75,79,71,83,82,84,0,0,0,0,0,0,
2.026E+11,Justin Bonds,Team6,P,SU,No,19,Gagne,-,-,-,0,15,15,15,15,15,15,15,15,15,15,12,10,15,51,50,50,50,60,50,22,22,86,91,81,71,74,69,79,74,85,0,0,0,0,0,0,
2.026E+11,Daniel Smith,Team6,P,LR,No,27,Fingers,Rubber Arm,-,-,1,15,15,15,15,15,15,15,15,15,15,15,15,15,51,50,50,50,60,50,44,44,75,72,79,82,83,81,72,67,77,0,0,0,0,0,0,
2.026E+11,Brian Mantle,Team6,P,LR,No,21,Miller,Ice in the Veins,-,-,1,15,15,15,15,15,15,15,15,15,15,17,19,15,51,50,50,50,60,50,57,57,80,87,73,68,71,66,81,78,85,0,0,0,0,0,0,
2.026E+11,Joshua Martin,Team6,P,MR,No,35,Miller,Putaway Pitcher,-,-,1,15,15,15,15,15,15,15,15,15,15,18,21,15,51,50,50,50,60,50,56,56,78,84,73,72,62,83,83,82,84,0,0,0,0,0,0,
2.026E+11,Daniel Walker,Team6,P,MR,No,30,Fingers,-,-,-,0,15,15,15,15,15,15,15,15,15,15,21,27,15,51,50,50,50,60,50,53,53,77,77,77,77,75,80,82,87,78,0,0,0,0,0,0,
2.026E+11,Steven Thompson,Team6,P,MR,No,24,Fingers,-,-,-,0,15,15,15,15,15,15,15,15,15,15,19,23,15,51,50,50,50,60,50,45,45,69,64,75,78,73,84,71,67,75,0,0,0,0,0,0,
2.026E+11,Christopher Ryan,Team6,3B,Minors,No,23,Zobrist,Gold Glover,-,-,1,55,59,52,54,53,49,61,63,63,64,55,48,63,57,51,60,68,57,47,73,73,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,John Rodriguez,Team6,SS,Minors,No,23,Dunn,Speed Demon,-,-,1,46,45,47,62,71,52,63,58,56,60,45,45,45,44,43,45,45,45,45,70,70,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Brian Brown,Team6,1B,Minors,No,19,Gehrig,-,-,-,0,58,59,57,66,71,59,69,57,65,49,45,45,45,47,48,45,50,45,45,79,79,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Brandon Martinez,Team6,LF,Minors,No,19,Rickey,Unfazed,Gold Glover,-,2,57,65,49,48,47,53,45,71,74,68,72,75,70,56,73,45,45,45,56,68,68,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Anthony Gonzalez,Team6,2B,Minors,No,23,Ichiro,-,-,-,0,66,70,63,45,45,45,45,57,64,51,63,64,63,69,68,49,69,81,59,75,75,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Babe Mays,Team6,3B,Minors,Yes,21,Brett,First Pitch Killer,-,-,1,71,67,76,57,63,58,50,55,54,56,46,48,45,53,60,59,51,55,45,77,77,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Jacob Ripken,Team6,LF,Minors,No,21,Rickey,Speed Demon,-,-,1,52,59,46,51,48,54,51,66,65,67,75,76,75,64,79,45,64,57,45,69,69,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Matthew Ryan,Team6,CF,Minors,No,25,Griffey,Clutch,-,-,1,48,45,52,67,76,61,64,51,51,52,55,53,57,60,58,65,67,60,51,72,72,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,James Lewis,Team6,C,Minors,No,22,Molina,-,-,-,0,47,45,49,45,45,45,45,49,47,52,45,45,45,58,44,68,71,59,61,58,58,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Stan Mantle,Team6,RF,Minors,No,24,Gwynn,Speed Demon,First Pitch Killer,-,2,62,58,67,45,45,45,45,61,67,55,51,49,53,48,48,45,49,52,45,77,77,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Mickey Rodriguez,Team6,1B,Minors,No,18,Keith,Platoon Punisher,-,-,1,60,63,57,45,47,45,45,53,61,45,45,45,45,53,44,49,64,55,52,69,69,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Joseph Sanchez,Team6,RF,Minors,No,18,Clemente,Unfazed,-,-,1,64,55,73,52,49,53,54,46,47,45,47,46,49,59,42,66,66,74,64,84,84,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Willie Hernandez,Team6,2B,Minors,No,24,Morgan,-,-,-,0,65,67,63,54,55,54,55,58,61,55,64,67,62,58,63,50,63,48,50,75,75,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Jacob Thompson,Team6,P,Minors,No,20,Buehrle,-,-,-,0,15,15,15,15,15,15,15,15,15,15,13,12,15,51,50,50,50,60,50,92,92,48,45,51,64,66,63,57,52,62,0,0,0,0,0,0,
2.026E+11,Kyle Ryan,Team6,P,Minors,No,22,Maddux,Lights Out,-,-,1,15,15,15,15,15,15,15,15,15,15,13,11,15,51,50,50,50,60,50,88,88,50,45,55,66,73,60,54,56,53,0,0,0,0,0,0,
2.026E+11,Michael Williams,Team6,P,Minors,No,22,Maddux,Pitch to Contact,Escape Artist,-,2,15,15,15,15,15,15,15,15,15,15,17,19,15,51,50,50,50,60,50,88,88,49,45,53,63,58,69,58,54,62,0,0,0,0,0,0,
2.026E+11,Mickey Perez,Team6,P,Minors,No,22,Koufax,-,-,-,0,15,15,15,15,15,15,15,15,15,15,14,14,15,51,50,50,50,60,50,85,85,61,59,63,54,54,55,65,71,60,0,0,0,0,0,0,
2.026E+11,Matthew Walker,Team6,P,Minors,No,19,Lincecum,Rubber Arm,-,-,1,15,15,15,15,15,15,15,15,15,15,13,11,15,51,50,50,50,60,50,78,78,59,54,65,46,45,47,55,66,45,0,0,0,0,0,0,
2.026E+11,Christopher Mays,Team6,P,Minors,No,29,Rivera,Putaway Pitcher,-,-,1,15,15,15,15,15,15,15,15,15,15,21,28,15,51,50,50,50,60,50,19,19,60,65,55,58,60,56,68,60,76,0,0,0,0,0,0,
2.026E+11,Eric Griffey,Team6,P,Minors,No,23,Gagne,-,-,-,0,15,15,15,15,15,15,15,15,15,15,21,28,15,51,50,50,50,60,50,20,20,57,57,58,49,53,45,59,56,62,0,0,0,0,0,0,
2.026E+11,James Mays,Team6,P,Minors,No,22,Gagne,-,-,-,0,15,15,15,15,15,15,15,15,15,15,13,12,15,51,50,50,50,60,50,28,28,69,75,63,53,56,50,62,67,58,0,0,0,0,0,0,
2.026E+11,Nicholas Hernandez,Team6,P,Minors,No,25,Miller,Putaway Pitcher,-,-,1,15,15,15,15,15,15,15,15,15,15,21,28,15,51,50,50,50,60,50,52,52,59,60,59,58,57,60,58,57,60,0,0,0,0,0,0,
2.026E+11,Joshua Harris,Team6,P,Minors,No,25,Fingers,-,-,-,0,15,15,15,15,15,15,15,15,15,15,13,12,15,51,50,50,50,60,50,59,59,50,48,52,57,65,49,57,53,61,0,0,0,0,0,0,
2.026E+11,Stan Perez,Team6,P,Minors,No,24,Miller,Groundball Guru,-,-,1,15,15,15,15,15,15,15,15,15,15,19,24,15,51,50,50,50,60,50,47,47,65,73,57,54,56,52,68,58,79,0,0,0,0,0,0,
2.026E+11,Justin Jackson,Team6,P,Minors,No,26,Miller,Ice in the Veins,Escape Artist,-,2,15,15,15,15,15,15,15,15,15,15,20,26,15,51,50,50,50,60,50,58,58,58,65,52,52,45,60,63,55,71,0,0,0,0,0,0,
2.026E+11,Brian Mantle,Team6,P,Minors,No,26,Miller,-,-,-,0,15,15,15,15,15,15,15,15,15,15,22,30,15,51,50,50,50,60,50,55,55,65,62,69,47,45,50,65,69,61,0,0,0,0,0,0,
2.026E+11,Christopher Lee,Team7,RF,5,No,26,Dunn,Platoon Punisher,Clutch,Speed Demon,3,52,45,59,87,86,79,98,81,88,74,45,45,45,46,47,51,45,50,45,71,71,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Babe Perez,Team7,1B,3,No,28,Gehrig,-,-,-,0,85,88,82,85,92,83,81,70,74,67,45,45,45,61,45,60,71,69,65,62,62,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Cy Miller,Team7,SS,7,No,31,Jeter,Gold Glover,Table Setter,-,2,82,82,83,60,61,67,53,79,80,78,71,63,79,72,69,62,74,79,71,75,75,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Cy Walker,Team7,3B,4,No,30,Brett,Gold Glover,-,-,1,92,92,92,74,85,75,63,76,79,73,56,53,60,67,51,77,80,70,74,71,71,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Kevin Sanchez,Team7,CF,1,No,25,Lofton,Clutch,First Pitch Killer,Gold Glover,3,73,73,74,57,63,64,45,79,77,81,96,95,97,78,95,86,77,58,67,69,69,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Hank Perez,Team7,RF,6,Yes,19,Dunn,Unfazed,-,-,1,61,56,66,85,97,68,91,74,77,72,45,45,45,44,40,49,45,50,45,77,77,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Anthony Martin,Team7,LF,2,No,24,Bonds,Speed Demon,-,-,1,83,81,85,87,86,84,91,86,86,86,74,74,75,71,75,65,72,76,61,83,83,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Ryan Brown,Team7,CF,Bench,No,18,Griffey,Launch Angle God,-,-,1,71,83,59,89,86,92,91,74,77,71,79,86,73,82,86,84,83,84,72,78,78,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Kyle Lopez,Team7,2B,8,No,26,Ichiro,-,-,-,0,87,91,84,48,45,54,45,69,69,70,86,87,85,84,93,78,79,81,82,60,60,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Christopher Gehrig,Team7,SS,Bench,No,29,Ripken,First Pitch Killer,-,-,1,71,72,71,77,79,69,85,71,73,69,50,54,47,69,54,92,75,77,84,68,68,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Kevin Davis,Team7,C,9,No,28,Mauer,Table Setter,-,-,1,80,79,82,69,77,81,49,76,77,76,49,45,53,64,41,50,80,64,79,69,69,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Daniel Ripken,Team7,LF,Bench,No,27,Williams,First Pitch Killer,Unfazed,-,2,85,81,90,86,80,93,85,85,86,84,45,45,45,58,51,71,65,56,63,70,70,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Andrew Mays,Team7,1B,Bench,No,29,Gehrig,Launch Angle God,Speed Demon,-,2,79,70,88,89,93,78,96,74,78,70,51,53,50,57,49,53,69,58,52,61,61,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Nicholas Ryan,Team7,P,SP1,No,30,Buehrle,Lights Out,-,-,1,15,15,15,15,15,15,15,15,15,15,17,19,15,51,50,50,50,60,50,92,92,66,59,74,77,84,71,76,64,89,0,0,0,0,0,0,
2.026E+11,Kevin Wilson,Team7,P,SP2,No,23,Koufax,Escape Artist,-,-,1,15,15,15,15,15,15,15,15,15,15,14,14,15,51,50,50,50,60,50,85,85,80,80,81,74,80,68,84,85,84,0,0,0,0,0,0,
2.026E+11,Stan Martinez,Team7,P,SP3,No,37,Buehrle,Groundball Guru,-,-,1,15,15,15,15,15,15,15,15,15,15,15,16,15,51,50,50,50,60,50,92,92,65,61,70,74,76,72,69,61,77,0,0,0,0,0,0,
2.026E+11,Jacob Smith,Team7,P,SP4,No,23,Pedro,-,-,-,0,15,15,15,15,15,15,15,15,15,15,21,27,15,51,50,50,50,60,50,80,80,90,92,88,83,77,89,92,93,92,0,0,0,0,0,0,
2.026E+11,James Ryan,Team7,P,SP5,No,22,Ryan,Marathon Man,-,-,1,15,15,15,15,15,15,15,15,15,15,16,18,15,51,50,50,50,60,50,92,92,90,96,84,59,50,69,79,84,75,0,0,0,0,0,0,
2.026E+11,Michael Davis,Team7,P,CL,No,26,Gagne,Putaway Pitcher,-,-,1,15,15,15,15,15,15,15,15,15,15,13,12,15,51,50,50,50,60,50,19,19,80,81,79,78,72,85,77,81,73,0,0,0,0,0,0,
2.026E+11,Jackie Perez,Team7,P,SU,No,30,Rivera,-,-,-,0,15,15,15,15,15,15,15,15,15,15,12,10,15,51,50,50,50,60,50,17,17,79,78,80,87,94,81,86,82,90,0,0,0,0,0,0,
2.026E+11,Richard Wilson,Team7,P,SU,No,29,Gagne,Pitch to Contact,-,-,1,15,15,15,15,15,15,15,15,15,15,14,13,15,51,50,50,50,60,50,19,19,84,91,78,76,78,75,74,78,71,0,0,0,0,0,0,
2.026E+11,Joshua Perez,Team7,P,LR,No,26,Hader,Escape Artist,-,-,1,15,15,15,15,15,15,15,15,15,15,16,18,15,51,50,50,50,60,50,41,41,78,90,67,61,60,62,83,90,76,0,0,0,0,0,0,
2.026E+11,Daniel Bonds,Team7,P,LR,No,28,Miller,-,-,-,0,15,15,15,15,15,15,15,15,15,15,17,19,15,51,50,50,50,60,50,52,52,87,93,81,62,59,65,76,75,78,0,0,0,0,0,0,
2.026E+11,Ty Mantle,Team7,P,MR,No,27,Miller,Escape Artist,-,-,1,15,15,15,15,15,15,15,15,15,15,15,15,15,51,50,50,50,60,50,46,46,83,85,82,62,62,62,89,88,91,0,0,0,0,0,0,
